locus	sex	_sex	log2fluor	Foldx	scaffold	start location
FBtr0168332	male	female	0.7515	1.683542335	6500	15224703
FBtr0168333	male	female	-1.5179	0.349193837	6500	15241769
FBtr0168334	male	female	-1.1579	0.448164413	6500	15244195
FBtr0168337	male	female	0.8014	1.742791522	6500	15259463
FBtr0168339	male	female	1.3236	2.50289887	6500	15266619
FBtr0168340	male	female	0.9216	1.894214881	6500	15271613
FBtr0168342	male	female	-0.7221	0.606214388	6500	15289779
FBtr0168343	male	female	-2.2669	0.207775867	6500	15301972
FBtr0168345	male	female	-2.1097	0.23169519	6500	15321439
FBtr0168349	male	female	-1.0264	0.490933663	6500	15351901
FBtr0168351	male	female	1.4321	2.6983921	6500	15388000
FBtr0168354	male	female	-0.9323	0.524022259	6500	15473928
FBtr0168356	male	female	-1.4535	0.365134527	6500	15485236
FBtr0168358	male	female	-2.1967	0.218136032	6500	15487953
FBtr0168361	male	female	-0.7914	0.577783136	6500	15555449
FBtr0168362	male	female	-2.0352	0.243974116	6500	15567885
FBtr0168365	male	female	2.8395	7.157719461	6500	15640000
FBtr0168367	male	female	4.7982	27.82288273	6500	15690012
FBtr0168369	male	female	-1.6129	0.326940498	6500	15698713
FBtr0168370	male	female	-0.6711	0.628027658	6500	15796741
FBtr0168371	male	female	4.3638	20.58897352	6500	15843205
FBtr0168372	male	female	3.2386	9.438777399	6500	15976838
FBtr0168376	male	female	-1.5848	0.333370881	6500	16099000
FBtr0168378	male	female	-1.3451	0.393626703	6500	16147483
FBtr0168380	male	female	0.7638	1.69795709	6500	16179160
FBtr0168381	male	female	-1.1147	0.461787171	6500	16186088
FBtr0168382	male	female	-1.3642	0.38844978	6500	16192804
FBtr0168387	male	female	0.8748	1.833753857	6500	16247531
FBtr0168392	male	female	-1.4602	0.363442742	6500	16443925
FBtr0168393	male	female	-1.2533	0.419487579	6500	16487603
FBtr0168395	male	female	-2.1318	0.228173001	6500	16514623
FBtr0168396	male	female	1.1082	2.155765122	6500	16518185
FBtr0168397	male	female	4.119	17.3757097	6500	16592540
FBtr0168398	male	female	4.649	25.08929453	6500	16619404
FBtr0168399	male	female	4.2182	18.61250073	6500	16639854
FBtr0168400	male	female	4.6985	25.96506623	6500	16641728
FBtr0168403	male	female	-1.4384	0.368976285	6500	16708795
FBtr0168405	male	female	-0.9069	0.533329857	6500	16716135
FBtr0168406	male	female	-1.7079	0.306105315	6500	16739886
FBtr0168407	male	female	-1.8421	0.278915497	6500	16743814
FBtr0168408	male	female	-1.2421	0.422756839	6500	16744961
FBtr0168409	male	female	-0.6478	0.638252859	6500	16746889
FBtr0168412	male	female	0.5899	1.505142415	6500	16907457
FBtr0168413	male	female	1.4493	2.730755221	6500	16911055
FBtr0168414	male	female	-2.6672	0.157431921	6500	16918573
FBtr0168415	male	female	2.1236	4.357800043	6500	16926422
FBtr0168417	male	female	-0.8956	0.537523599	6500	16945045
FBtr0168418	male	female	-1.541	0.343647174	6500	16956130
FBtr0168420	male	female	-1.4936	0.355125288	6500	16966123
FBtr0168423	male	female	-0.7272	0.604075173	6500	17018597
FBtr0168426	male	female	2.8422	7.171127657	6500	17209512
FBtr0168427	male	female	2.6364	6.217781846	6500	17213872
FBtr0168428	male	female	3.2575	9.563243432	6500	17216141
FBtr0168429	male	female	3.1337	8.77683022	6500	17226312
FBtr0168430	male	female	2.1371	4.398769486	6500	17273479
FBtr0168433	male	female	0.7386	1.668555876	6500	17344210
FBtr0168436	male	female	3.9462	15.41432704	6500	17389603
FBtr0168437	male	female	1.5451	2.918242959	6500	17396355
FBtr0168438	male	female	3.1781	9.051143058	6500	17406486
FBtr0168442	male	female	-0.8542	0.553171985	6500	17449600
FBtr0168443	male	female	-0.9084	0.532775631	6500	17453818
FBtr0168445	male	female	-1.6577	0.31694403	6500	17469560
FBtr0168447	male	female	-0.9373	0.52220928	6500	17476051
FBtr0168449	male	female	-1.1444	0.452377788	6500	17478901
FBtr0168450	male	female	-0.605	0.65747138	6500	17484870
FBtr0168451	male	female	-0.6949	0.617752136	6500	17489665
FBtr0168452	male	female	0.8261	1.772886281	6500	17577127
FBtr0168454	male	female	-1.4633	0.362662631	6500	17592851
FBtr0168455	male	female	-0.9889	0.503861804	6500	17597593
FBtr0168459	male	female	2.7177	6.578232502	6500	17635250
FBtr0168460	male	female	-0.6831	0.622825535	6500	17638790
FBtr0168461	male	female	-0.6317	0.645415442	6500	17644471
FBtr0168463	male	female	-1.2709	0.414401175	6500	17656587
FBtr0168464	male	female	-2.2446	0.211012446	6500	17658230
FBtr0168466	male	female	0.9896	1.98563438	6500	17666887
FBtr0168467	male	female	-2.0127	0.247808916	6500	17691056
FBtr0168469	male	female	-2.1884	0.219394612	6500	17694583
FBtr0168471	male	female	-1.5529	0.340824275	6500	17699812
FBtr0168472	male	female	1.2055	2.306171813	6500	17753627
FBtr0168474	male	female	3.2172	9.299801997	6500	17844378
FBtr0168475	male	female	5.7732	54.68980451	6500	17852734
FBtr0168476	male	female	5.6556	50.40867052	6500	17856347
FBtr0168477	male	female	-2.1968	0.218120912	6500	17973794
FBtr0168481	male	female	1.9364	3.827493692	6500	17988900
FBtr0168482	male	female	0.9884	1.983983462	6500	17989882
FBtr0168483	male	female	4.9316	30.51824299	6500	17997673
FBtr0168484	male	female	0.6716	1.592838503	6500	17999738
FBtr0168490	male	female	1.7315	3.32072902	6500	18108276
FBtr0168491	male	female	1.3464	2.542768286	6500	18127540
FBtr0168492	male	female	1.4283	2.691293998	6500	18130061
FBtr0168497	male	female	-2.1793	0.220782848	6500	18226003
FBtr0168498	male	female	5.6519	50.27955583	6500	18236531
FBtr0168499	male	female	-1.0427	0.485418164	6500	18241557
FBtr0168501	male	female	-3.4506	0.091467308	6500	18248018
FBtr0168508	male	female	2.5228	5.746963953	6500	18367633
FBtr0168509	male	female	0.6445	1.563197429	6500	18390113
FBtr0168510	male	female	-0.8136	0.568960341	6500	18416556
FBtr0168515	male	female	-1.0065	0.497752339	6500	18456663
FBtr0168519	male	female	-0.8893	0.539876004	6500	18634740
FBtr0168520	male	female	1.0306	2.042873682	6500	18656661
FBtr0168521	male	female	2.6803	6.409891782	6500	18667629
FBtr0168522	male	female	-0.7564	0.591971654	6500	18670771
FBtr0168525	male	female	-1.6782	0.312472255	6500	18716846
FBtr0168526	male	female	-1.1242	0.45875634	6500	18721335
FBtr0168528	male	female	-1.0704	0.476186954	6500	18735997
FBtr0168531	male	female	1.5155	2.858978954	6500	18748682
FBtr0168533	male	female	4.7629	27.15037087	6500	18758393
FBtr0168534	male	female	3.0453	8.255181873	6500	18760299
FBtr0168535	male	female	3.4266	10.75249831	6500	18764149
FBtr0168536	male	female	-1.168	0.445037867	6500	18768567
FBtr0168539	male	female	-1.7277	0.301932927	6500	18870933
FBtr0168540	male	female	-1.3393	0.395212368	6500	18873750
FBtr0168541	male	female	0.657	1.576800348	6500	18906262
FBtr0168542	male	female	-1.4083	0.376755375	6500	18908801
FBtr0168543	male	female	-1.9971	0.250503037	6500	18917814
FBtr0168547	male	female	3.6059	12.17542308	6500	18943964
FBtr0168554	male	female	0.6726	1.593942957	6500	18994266
FBtr0168555	male	female	3.613	12.23549022	6500	18996360
FBtr0168557	male	female	3.1982	9.178128464	6500	19038264
FBtr0168558	male	female	2.0377	4.105904295	6500	19038561
FBtr0168559	male	female	1.7335	3.32533572	6500	19053245
FBtr0168561	male	female	2.5142	5.712807827	6500	19058576
FBtr0168562	male	female	4.2423	18.92603115	6500	19120225
FBtr0168564	male	female	-2.2213	0.214448035	6500	19231072
FBtr0168570	male	female	1.4101	2.65755583	6500	19272375
FBtr0168571	male	female	1.9753	3.932099966	6500	19379727
FBtr0168575	male	female	3.0531	8.29993478	6500	19526634
FBtr0168576	male	female	3.2016	9.199784071	6500	19546949
FBtr0168577	male	female	-0.6256	0.648150163	6500	19577489
FBtr0168578	male	female	3.0877	8.501397395	6500	19604749
FBtr0168579	male	female	3.4236	10.73016235	6500	19617956
FBtr0168583	male	female	5.1091	34.51376604	6500	19784640
FBtr0168585	male	female	1.0749	2.10657605	6500	19870604
FBtr0168586	male	female	-3.651	0.079604842	6500	19878065
FBtr0168588	male	female	3.3362	10.09941624	6500	19923605
FBtr0168589	male	female	3.5997	12.12321132	6500	19936344
FBtr0168590	male	female	2.0551	4.155724456	6500	19982712
FBtr0168592	male	female	2.7723	6.831962234	6500	19988117
FBtr0168595	male	female	2.8938	7.432254993	6500	19992945
FBtr0168596	male	female	2.8991	7.459608934	6500	20000756
FBtr0168603	male	female	-0.6297	0.646310798	6500	20114970
FBtr0168605	male	female	-1.2751	0.413196517	6500	20132079
FBtr0168606	male	female	-0.9101	0.532148204	6500	20138744
FBtr0168607	male	female	0.6978	1.622029435	6500	20144510
FBtr0168608	male	female	3.3524	10.21346153	6500	20236142
FBtr0168612	male	female	0.9321	1.908051353	6500	20521153
FBtr0168614	male	female	-0.7913	0.577823186	6500	20536732
FBtr0168615	male	female	-1.9475	0.259265114	6500	20538088
FBtr0168617	male	female	-2.2359	0.212288776	6500	20607710
FBtr0168618	male	female	3.395	10.51954208	6500	20663080
FBtr0168619	male	female	1.0785	2.111839216	6500	20707985
FBtr0168621	male	female	3.1368	8.795709766	6500	20823841
FBtr0168622	male	female	4.7165	26.29105263	6500	20875773
FBtr0168625	male	female	4.1112	17.28202059	6500	20926484
FBtr0168627	male	female	3.0422	8.237462543	6500	20956853
FBtr0168628	male	female	4.0318	16.35658883	6500	20970182
FBtr0168629	male	female	-4.3665	0.048478874	6500	20973051
FBtr0168631	male	female	1.2696	2.410947106	6500	21071917
FBtr0168632	male	female	1.0348	2.048829598	6500	21098931
FBtr0168635	male	female	4.2045	18.43659081	6500	21130078
FBtr0168636	male	female	-1.4497	0.366097544	6500	21152877
FBtr0168639	male	female	-0.9481	0.518314622	6500	21169125
FBtr0168642	male	female	-0.6147	0.653065681	6500	21182249
FBtr0168643	male	female	-0.8425	0.557676352	6500	21211617
FBtr0168646	male	female	-1.1618	0.446954538	6500	21273398
FBtr0168647	male	female	-3.3155	0.100446556	6500	21286307
FBtr0168651	male	female	-0.8728	0.546085971	6500	21326169
FBtr0168652	male	female	3.4373	10.83254256	6500	21347644
FBtr0168653	male	female	1.3821	2.60647496	6500	21451503
FBtr0168654	male	female	0.6239	1.541035397	6500	21475183
FBtr0168655	male	female	2.4769	5.566999679	6500	21729518
FBtr0168656	male	female	-1.4955	0.354657903	6500	22051780
FBtr0168657	male	female	5.0839	33.9161381	6500	22098524
FBtr0168658	male	female	4.0762	16.86780098	6500	22101529
FBtr0168659	male	female	1.5465	2.921076214	6500	22102623
FBtr0168660	male	female	5.1715	36.03932287	6500	22105182
FBtr0168662	male	female	0.7874	1.725961161	6500	22194193
FBtr0168665	male	female	0.7332	1.662322154	6500	22242176
FBtr0168668	male	female	-1.8381	0.279689888	6500	22273259
FBtr0168669	male	female	-0.7317	0.6021939	6500	22357454
FBtr0168670	male	female	0.8322	1.780398265	6500	22463104
FBtr0168671	male	female	0.7545	1.687046805	6500	22497405
FBtr0168672	male	female	1.1177	2.170007456	6500	22555529
FBtr0168673	male	female	3.3605	10.27096621	6500	22557709
FBtr0168674	male	female	-0.6913	0.619295557	6500	22574736
FBtr0168675	male	female	2.3235	5.005450777	6500	22605951
FBtr0168676	male	female	-0.7232	0.605752349	6500	22612035
FBtr0168678	male	female	-1.2539	0.419313156	6500	22629711
FBtr0168681	male	female	-0.9633	0.512882411	6500	22666203
FBtr0168682	male	female	2.245	4.740371084	6500	22699425
FBtr0168687	male	female	-2.321	0.200128703	6500	22754552
FBtr0168688	male	female	-0.9515	0.517094548	6500	22760482
FBtr0168689	male	female	0.7469	1.678182947	6500	22810262
FBtr0168690	male	female	-0.7299	0.602945705	6500	22827050
FBtr0168692	male	female	-1.7334	0.300742361	6500	22836146
FBtr0168693	male	female	-0.7699	0.586458123	6500	22839874
FBtr0168694	male	female	4.2344	18.82267804	6500	22934050
FBtr0168695	male	female	-1.2389	0.423695585	6500	22984623
FBtr0168696	male	female	-0.924	0.527045712	6500	22988277
FBtr0168698	male	female	2.366	5.155098522	6500	23024303
FBtr0168701	male	female	1.0533	2.075271369	6500	23057391
FBtr0168703	male	female	3.6089	12.2007675	6500	23076376
FBtr0168705	male	female	-0.8134	0.569039221	6500	23082142
FBtr0168706	male	female	-1.1662	0.445593471	6500	23110360
FBtr0168711	male	female	-1.1084	0.463808125	6500	23399776
FBtr0168713	male	female	0.9792	1.971371945	6500	23485096
FBtr0168715	male	female	-1.5812	0.33420379	6500	23491469
FBtr0168716	male	female	-1.4111	0.376024873	6500	23509587
FBtr0168719	male	female	6.2488	76.04597578	6500	23522849
FBtr0168723	male	female	0.888	1.850608856	6500	23564445
FBtr0168724	male	female	0.8096	1.752725417	6500	23575085
FBtr0168726	male	female	0.7081	1.633651214	6500	23584032
FBtr0168727	male	female	0.8145	1.758688531	6500	23590494
FBtr0168730	male	female	1.5283	2.884457487	6500	23780015
FBtr0168731	male	female	2.6986	6.491716512	6500	23781548
FBtr0168732	male	female	-0.8542	0.553171985	6500	23796189
FBtr0168733	male	female	-0.7384	0.599403744	6500	23801344
FBtr0168736	male	female	-0.7744	0.584631715	6500	23853654
FBtr0168737	male	female	-0.6027	0.658520382	6500	23861109
FBtr0168738	male	female	0.7243	1.652098838	6500	23862160
FBtr0168740	male	female	0.8981	1.86361003	6500	23899408
FBtr0168741	male	female	1.2506	2.37940359	6500	23904051
FBtr0168742	male	female	1.3667	2.578800199	6500	23966209
FBtr0168747	male	female	-2.3013	0.202880203	6500	24161618
FBtr0168748	male	female	-1.4834	0.357644956	6500	24167977
FBtr0168749	male	female	-2.3825	0.191776786	6500	24172308
FBtr0168754	male	female	-0.9235	0.527228403	6500	24198049
FBtr0168756	male	female	0.7799	1.717011855	6500	24292751
FBtr0168761	male	female	-2.5629	0.169235015	6500	24347773
FBtr0168762	male	female	-0.9538	0.516270833	6500	24353657
FBtr0168763	male	female	0.6872	1.610155475	6500	24366994
FBtr0168765	male	female	2.5781	5.971527434	6500	24420713
FBtr0168768	male	female	0.6811	1.603361792	6500	24445511
FBtr0168769	male	female	1.068	2.096524951	6500	24487319
FBtr0168770	male	female	2.8319	7.12011232	6500	24490124
FBtr0168771	male	female	3.4768	11.13322763	6500	24491516
FBtr0168773	male	female	-1.4693	0.361157491	6500	24503871
FBtr0168774	male	female	0.7747	1.710834256	6500	24564549
FBtr0168776	male	female	4.4903	22.47579124	6500	24704745
FBtr0168780	male	female	-0.985	0.505225723	6500	24758298
FBtr0168781	male	female	-1.2453	0.421820174	6500	24767256
FBtr0168782	male	female	-0.6971	0.616810829	6500	24769588
FBtr0168783	male	female	1.0253	2.035382586	6500	24771095
FBtr0168789	male	female	3.5746	11.91411595	6500	25007477
FBtr0168790	male	female	1.6367	3.109537466	6500	25027453
FBtr0168794	male	female	3.0579	8.327595537	6500	25339054
FBtr0168795	male	female	4.9247	30.3726314	6500	25349057
FBtr0168796	male	female	5.7654	54.39491933	6500	25350560
FBtr0168797	male	female	4.438	21.67559964	6500	25352638
FBtr0168798	male	female	1.6291	3.093199747	6500	25360599
FBtr0168800	male	female	2.1404	4.408842685	6500	25469094
FBtr0168801	male	female	-2.878	0.136030305	6500	25530346
FBtr0168804	male	female	1.1718	2.252926113	6500	25663174
FBtr0168805	male	female	4.6789	25.6146984	6500	25685684
FBtr0168807	male	female	-0.7273	0.604033303	6500	25695563
FBtr0168808	male	female	-0.6201	0.650625828	6500	25697066
FBtr0168809	male	female	0.7928	1.73243353	6500	25719764
FBtr0168814	male	female	3.4539	10.95790427	6500	26009169
FBtr0168815	male	female	-1.7804	0.291102675	6500	26038813
FBtr0168817	male	female	-1.3121	0.402734229	6500	26045207
FBtr0168818	male	female	0.6203	1.537194799	6500	26085177
FBtr0168819	male	female	0.9795	1.971781923	6500	26224366
FBtr0168820	male	female	1.9117	3.762521954	6500	26226730
FBtr0168821	male	female	-0.9455	0.519249562	6500	26232419
FBtr0168824	male	female	3.3443	10.15627881	6500	26251425
FBtr0168825	male	female	-2.5073	0.175884469	6500	26280730
FBtr0168827	male	female	2.1335	4.387806789	6500	26295106
FBtr0168829	male	female	-0.7035	0.614080629	6500	26360002
FBtr0168830	male	female	-1.3574	0.390285021	6500	26363035
FBtr0168831	male	female	3.5226	11.49233462	6500	26382927
FBtr0168832	male	female	3.3976	10.53851731	6500	26385993
FBtr0168833	male	female	0.9712	1.960470591	6500	26388820
FBtr0168835	male	female	3.7005	13.00054321	6500	26423533
FBtr0168841	male	female	1.7923	3.463666436	6500	26525436
FBtr0168842	male	female	-0.9537	0.51630662	6500	26530411
FBtr0168845	male	female	-0.6245	0.648644541	6500	26571632
FBtr0168847	male	female	1.7222	3.299391556	6500	26607459
FBtr0168848	male	female	3.76	13.547925	6500	26661144
FBtr0168851	male	female	1.8075	3.500351979	6500	26697020
FBtr0168853	male	female	1.7307	3.318888127	6500	26819798
FBtr0168855	male	female	3.2847	9.74525543	6500	26914517
FBtr0168856	male	female	5.2234	37.35941605	6500	26926799
FBtr0168859	male	female	-0.7755	0.584186126	6500	27141212
FBtr0168860	male	female	-1.4896	0.35611127	6500	27145650
FBtr0168862	male	female	-0.808	0.571173123	6500	27164140
FBtr0168863	male	female	-0.805	0.57236208	6500	27182372
FBtr0168865	male	female	1.3078	2.475637362	6500	27244306
FBtr0168866	male	female	-0.6073	0.656424049	6500	27319975
FBtr0168867	male	female	4.6948	25.89856038	6500	27369146
FBtr0168869	male	female	-0.6036	0.658109704	6500	27542263
FBtr0168870	male	female	-2.0284	0.245126778	6500	27567413
FBtr0168875	male	female	-1.9526	0.258350217	6500	27612267
FBtr0168876	male	female	-1.4032	0.378089581	6500	27619067
FBtr0168877	male	female	3.9266	15.20632895	6500	27621574
FBtr0168879	male	female	-1.9945	0.250954896	6500	27636796
FBtr0168880	male	female	2.2629	4.799552838	6500	27639727
FBtr0168882	male	female	-2.1875	0.21953152	6500	27654438
FBtr0168883	male	female	-1.6163	0.326170905	6500	27660728
FBtr0168884	male	female	-1.1859	0.439550247	6500	27661417
FBtr0168885	male	female	0.8611	1.816422736	6500	27667333
FBtr0168886	male	female	-2.1782	0.22095125	6500	27694651
FBtr0168887	male	female	-0.6468	0.638695415	6500	27743106
FBtr0168888	male	female	1.2968	2.456833348	6500	27744781
FBtr0168889	male	female	-1.4557	0.364578149	6500	27747608
FBtr0168890	male	female	-1.7781	0.291567132	6500	27752039
FBtr0168893	male	female	-2.1926	0.218756835	6500	27762421
FBtr0168894	male	female	-0.9472	0.518638065	6500	27763901
FBtr0168896	male	female	-0.9185	0.529058808	6500	27775871
FBtr0168898	male	female	-0.6212	0.65012994	6500	27784336
FBtr0168899	male	female	2.4212	5.356163498	6500	27791362
FBtr0168900	male	female	2.9383	7.665075488	6500	27795098
FBtr0168901	male	female	0.6839	1.606476637	6500	27841777
FBtr0168902	male	female	-1.2635	0.416532219	6500	27878580
FBtr0168903	male	female	-1.6749	0.313187817	6500	27884533
FBtr0168907	male	female	3.722	13.19573678	6500	27952744
FBtr0168908	male	female	1.6473	3.132468496	6500	28034228
FBtr0168909	male	female	0.6029	1.518766413	6500	28041610
FBtr0168911	male	female	2.6891	6.449109655	6500	28056131
FBtr0168912	male	female	1.0555	2.078438414	6500	28156427
FBtr0168913	male	female	-1.2471	0.421294212	6500	28360530
FBtr0168917	male	female	-1.0678	0.477045903	6500	28416724
FBtr0168918	male	female	-1.0095	0.496718367	6500	28418755
FBtr0168920	male	female	-2.1414	0.22665973	6500	28435465
FBtr0168922	male	female	-1.0248	0.491478428	6500	28482906
FBtr0168925	male	female	0.7111	1.637051831	6500	28643629
FBtr0168926	male	female	-1.9002	0.267906223	6500	28763985
FBtr0168927	male	female	-2.5503	0.170719528	6500	28767230
FBtr0168929	male	female	-0.6441	0.639891851	6500	28803469
FBtr0168932	male	female	-0.7191	0.607476287	6500	28820763
FBtr0168933	male	female	0.8473	1.799130704	6500	28859631
FBtr0168934	male	female	-0.6715	0.627853555	6500	28912316
FBtr0168938	male	female	3.2884	9.770280623	6500	28954059
